"","ResponseId","Q2","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15_1","Q15_2","Q15_3","Q16_1","Q16_2","Q16_3","Q17_1","Q17_2","Q17_3","Q17_4","Q18","Q19","Q20","Q21_1","Q21_2","Q21_3","Q21_4","Q21_5","Q21_6","Q21_7","Q21_8","Q21_9","Q22_1","Q22_2","Q22_3","Q23_1","Q23_2","Q23_3","Q24","Q25a","Q25b","Q26","Q27","Q28","Q29_1","Q29_2","Q29_3","Q29_4","Q29_5","Q29_6","Q29_7","Q29_8","Q29_9","Q29_10","Q29_11"
"98","R_3ltSFaWGcKh6s9K",1,2,2,2,3,5,1,1,3,NA,NA,2,1,1,1,2,2,2,2,1,1,1,4,1,4,5,1,5,1,1,1,5,5,5,5,2,1,1,4,5,3,3,NA,2,4,2,1,5,2,1,2,5,2,1,1,2,1
"99","R_324uCfVBHR0Aj9I",1,2,2,2,4,NA,2,1,1,2,NA,2,1,1,1,2,2,2,3,2,1,3,5,1,3,5,2,5,1,1,1,5,2,2,4,1,1,1,1,1,2,7,2,2,5,1,1,5,1,1,2,4,2,3,2,3,1
"100","R_2a93BkR5p4l3FNA",2,2,2,2,4,NA,2,2,1,2,NA,1,2,2,1,2,1,2,3,2,1,2,3,1,5,3,1,3,1,1,1,5,5,5,4,2,2,2,3,3,4,1,NA,1,3,2,2,5,2,1,5,5,4,2,2,1,2
"101","R_2Ttsxx6tB4E6qh0",3,2,2,2,3,5,1,1,2,NA,NA,2,3,3,3,2,2,2,4,4,4,4,1,5,5,3,1,1,1,1,1,1,1,1,5,1,1,2,1,1,NA,1,NA,1,3,1,2,2,1,1,2,1,1,1,2,1,1
"102","R_2AQo5qz0iiWBrpK",3,2,1,2,3,4,1,1,NA,NA,NA,1,1,1,1,2,2,2,1,3,3,4,5,5,1,5,5,1,2,4,4,2,1,2,2,1,3,4,1,1,4,1,NA,1,4,1,1,5,1,1,4,5,2,1,1,1,1
"103","R_2fqaYs6mV1rHAcd",1,2,2,2,4,NA,2,4,2,NA,NA,2,2,2,2,1,1,1,4,4,4,4,1,5,3,4,4,3,1,1,1,1,5,5,3,4,NA,5,2,3,3,5,NA,3,3,1,2,4,2,2,4,2,5,2,2,2,5
"104","R_2PCh9OuR5M1HzgF",1,2,2,2,3,1,2,1,2,NA,NA,2,3,1,1,2,2,2,4,3,1,1,2,4,5,1,1,4,1,1,1,4,5,5,4,3,3,2,2,4,4,4,NA,1,2,2,2,5,2,1,5,5,1,1,1,1,5
"105","R_2Sl55t3LA50SGYF",1,1,2,2,3,4,1,1,1,2,NA,2,1,1,1,2,2,2,4,2,1,2,3,1,5,4,1,2,1,1,1,5,5,4,4,2,2,2,3,2,3,1,NA,2,2,1,1,4,1,1,4,5,2,2,1,1,4
"106","R_3jTIe8EO86RAuZt",1,2,1,2,3,4,1,2,2,NA,NA,2,1,1,1,2,2,2,2,2,1,4,5,4,1,5,1,1,1,1,1,5,1,1,1,1,1,5,4,1,2,3,NA,3,3,2,1,5,1,1,5,5,1,1,1,1,1
"107","R_1Lck8AYQpzRQH0B",1,2,2,2,3,4,1,1,1,3,NA,1,1,1,1,2,2,2,2,2,2,2,5,4,1,5,4,3,2,1,1,2,2,3,NA,2,NA,2,2,2,3,5,NA,3,2,1,1,4,2,2,5,5,2,2,1,2,1
"108","R_1pSAlwfFizLtPMz",2,1,1,1,1,3,1,2,1,2,NA,1,2,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,2,NA,3,2,1,2,2,3,3,2,2,3,2,2,2,3
"109","R_1LSx7pJ9b61badZ",1,1,1,1,3,3,1,1,2,NA,NA,2,1,1,1,1,1,1,1,1,4,4,5,5,1,5,5,1,1,1,2,1,1,2,5,2,1,5,5,1,1,1,NA,5,5,2,1,5,1,1,5,5,5,3,1,1,3
"110","R_VImNGSZzMpSaTNT",1,1,2,1,2,1,2,4,2,NA,NA,2,3,3,1,2,2,2,1,2,2,2,1,1,4,1,1,3,1,1,1,1,1,2,3,3,3,2,2,2,2,3,NA,2,2,1,1,2,1,1,1,2,2,2,2,2,2
"111","R_0MM9XcA3xTfyOIN",1,2,2,2,3,1,2,4,1,1,2,2,2,2,2,2,2,1,2,2,1,3,4,1,1,5,2,3,1,1,1,2,2,3,5,3,2,2,2,2,2,4,NA,3,4,1,2,4,2,1,2,4,2,NA,2,2,4
"112","R_1pGnp0xFk2gPJ5g",1,2,2,2,3,4,1,1,2,NA,NA,2,1,1,1,1,1,2,4,2,1,4,3,4,4,5,1,5,1,1,1,5,5,5,4,2,2,1,1,5,4,4,NA,1,3,1,1,5,2,1,4,5,2,1,2,2,2
"113","R_2TzsqEEYojsgXtX",1,1,2,2,3,1,2,1,2,NA,NA,2,2,3,2,1,1,1,2,2,2,1,2,2,3,3,1,4,1,1,2,3,2,2,2,2,2,5,2,3,3,5,NA,2,2,1,1,3,3,3,2,2,3,3,2,4,4
"114","R_9BHgt6AZO3HqKd3",2,2,2,2,4,NA,2,1,2,NA,NA,2,1,1,1,1,1,1,3,1,1,3,2,1,3,3,1,4,1,1,1,5,3,5,3,2,1,2,1,1,2,5,NA,3,4,2,1,5,3,2,3,2,2,3,2,1,1
"115","R_2rC5Ux2DnBmpr5i",2,2,2,1,4,NA,2,1,2,NA,NA,2,1,2,2,1,1,1,3,2,1,3,3,1,1,5,1,1,2,1,1,1,3,1,5,3,1,5,5,1,4,7,2,5,3,1,2,1,1,1,1,1,1,3,3,1,5
"116","R_1Lo1pSPQGD1TfOh",1,2,2,1,4,NA,2,1,2,NA,NA,2,1,2,1,1,1,1,4,3,1,4,4,2,2,5,1,4,1,1,3,5,4,4,3,3,3,1,1,5,3,6,NA,3,1,2,4,3,4,1,2,2,5,5,4,4,5
"117","R_1OivSkiIbQE3spp",3,2,2,2,4,NA,2,5,2,NA,NA,2,1,1,1,1,1,1,2,2,1,2,3,3,2,2,1,2,1,1,1,2,3,2,3,2,2,3,4,3,3,2,NA,2,2,1,2,4,2,2,5,5,2,2,2,4,2
"118","R_pRyAVBOs9ZA7XEt",1,2,2,2,3,1,2,3,2,NA,NA,2,1,2,2,2,2,2,2,2,1,2,3,1,5,4,1,5,1,1,1,5,5,4,4,2,2,1,2,3,2,4,NA,3,4,1,2,5,2,1,4,3,2,2,2,2,2
"119","R_a4Wg1w8litAlqoN",2,2,2,2,3,4,2,1,2,NA,NA,2,2,2,2,2,2,1,1,2,2,2,5,5,2,5,1,4,1,1,1,1,4,5,1,1,1,2,2,1,3,1,NA,3,4,1,2,3,3,2,2,3,3,3,2,2,4
"120","R_1ialxw3JkINsKIq",3,1,2,2,2,1,1,1,2,NA,NA,2,1,1,1,1,1,1,1,1,1,1,4,5,1,5,2,1,1,1,1,1,2,1,4,1,2,1,5,1,1,5,NA,3,5,1,1,5,1,1,4,5,3,3,2,1,2
"121","R_2XpwemQJFcfeD4R",1,2,2,2,4,NA,1,1,2,NA,NA,2,1,1,1,1,1,1,3,2,1,3,2,5,4,2,1,3,1,2,1,4,3,4,3,2,3,1,2,3,3,3,NA,2,2,1,2,3,2,1,4,5,2,1,2,1,2
"122","R_sMxOIIEGPyCJvXz",2,2,2,2,3,3,1,1,2,NA,NA,2,2,2,2,2,2,2,2,2,1,3,4,2,5,3,1,4,1,1,2,3,3,4,4,2,2,1,2,3,4,3,NA,2,3,1,2,3,2,1,2,4,3,2,3,2,3
"123","R_22QXzuCqtLQjgVW",2,2,2,1,4,NA,1,1,2,NA,NA,2,3,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,1,4,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124","R_2VwEwd6XyFAuSto",1,NA,2,2,4,NA,2,2,2,NA,NA,2,1,1,1,1,1,1,2,1,1,3,4,1,2,3,1,3,1,1,1,3,3,4,4,2,1,4,3,2,3,4,NA,3,3,2,2,3,4,1,2,3,1,2,3,3,2
"125","R_2U6lmh5SCdGq3c6",1,2,1,2,2,3,1,3,2,NA,NA,2,1,1,1,1,1,1,3,2,1,3,4,1,4,1,1,5,1,1,1,5,4,5,5,2,3,1,2,4,4,1,NA,3,4,1,2,2,2,1,1,3,4,5,2,2,4
"126","R_22wZa8PXHdwQyTa",2,1,2,2,4,NA,2,1,1,2,NA,2,2,3,1,1,1,2,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,2,2,4,5,NA,2,3,1,1,5,1,1,5,1,1,1,1,1,1
"127","R_1nPam8flB6LRomG",1,2,2,2,3,3,2,5,2,NA,NA,2,1,1,1,2,2,1,1,1,2,4,4,5,2,5,1,4,3,1,3,5,4,5,4,2,2,5,5,4,2,4,NA,3,3,2,2,4,3,2,4,4,3,3,3,2,3
"128","R_3ozoFG84A3qL9wn",3,2,2,2,4,NA,2,1,1,2,NA,2,1,1,1,NA,1,2,1,1,1,1,NA,5,3,5,1,2,1,1,1,5,5,2,3,3,3,1,3,5,4,1,NA,1,3,1,1,5,1,1,5,5,1,1,1,1,1
"129","R_eDp1Orw7nlqespj",2,2,1,1,4,NA,2,1,2,NA,NA,2,3,2,3,2,1,1,3,2,1,3,4,2,4,5,1,3,1,2,1,4,2,2,4,2,2,2,3,4,2,7,1,2,3,2,2,2,2,4,2,2,5,4,2,4,5
"130","R_1gBofsf9kRKvNII",1,2,2,2,4,NA,2,2,1,1,2,1,1,1,1,1,1,1,3,3,1,3,3,1,1,5,3,5,1,1,1,5,5,5,5,1,1,1,1,5,4,5,NA,2,2,2,1,5,1,1,5,5,1,1,1,1,1
"131","R_rr7hNaLwWRNwq09",1,2,1,2,3,3,1,2,1,2,NA,2,1,1,1,1,1,1,2,2,1,1,3,4,2,4,1,1,1,1,1,2,1,4,3,3,2,4,5,4,3,7,2,2,1,1,1,4,4,1,2,5,2,3,1,1,3
"132","R_pgwP3um4fz6UZ5T",1,2,2,2,3,4,2,5,1,1,2,1,1,1,1,2,2,2,1,4,1,2,5,5,1,5,5,1,2,1,5,2,4,1,3,3,4,5,1,1,4,1,NA,1,4,1,1,5,1,1,5,5,1,4,1,1,4
"133","R_2e5rzZGCaFEWMoH",3,1,2,2,4,NA,2,2,1,2,NA,2,1,1,1,1,1,1,2,2,2,2,5,5,3,5,1,2,1,1,1,1,2,1,2,2,4,4,5,1,4,1,NA,3,2,2,2,4,2,1,4,5,2,4,2,4,4
"134","R_3I01ghol3g0mXUX",1,2,2,2,3,4,1,1,1,2,NA,2,1,1,1,2,2,2,3,3,2,3,3,3,5,5,1,5,1,1,1,5,5,5,3,3,3,5,5,2,3,3,NA,2,3,2,2,4,2,2,4,4,2,2,2,2,2
"135","R_SPLfatoYoB2kJZ7",3,2,1,2,3,3,1,3,2,NA,NA,2,2,1,1,2,2,2,2,2,2,3,1,1,5,5,1,5,1,1,1,5,5,5,3,1,1,1,1,5,1,5,NA,4,4,1,1,5,2,1,5,5,2,2,1,1,2
"136","R_OMYnGWcIFsTtqb7",1,2,1,2,3,1,2,5,1,1,1,1,1,1,1,2,2,2,3,3,4,3,5,5,1,5,5,4,1,1,1,1,1,1,3,3,3,1,1,1,4,5,NA,2,3,1,1,2,1,1,5,5,1,1,1,1,1
"137","R_3fBG5Ud1KLCQs3A",1,1,2,1,4,NA,2,1,2,NA,NA,2,1,2,2,2,1,1,3,3,1,1,5,3,3,5,2,2,1,1,1,1,1,2,4,2,3,3,4,3,4,7,1,2,3,1,1,2,2,2,2,5,2,2,1,2,1
"138","R_22mKKGginhkPq1M",2,2,2,2,4,NA,2,2,2,NA,NA,2,1,1,1,1,1,1,4,3,2,2,3,1,4,1,2,3,1,1,1,4,4,1,2,2,1,4,4,3,2,3,NA,2,1,1,1,1,1,1,4,3,2,1,1,1,1
"139","R_3etcVh6NCoBzAT4",2,2,1,2,3,3,2,4,2,NA,NA,2,1,1,1,2,2,2,3,2,1,3,1,1,5,5,1,2,1,1,2,5,5,4,5,4,3,1,3,5,4,3,NA,2,4,1,1,5,1,1,4,3,2,2,1,2,2
"140","R_2PaRBe5ECWOsJ2b",1,2,2,2,3,4,2,1,2,NA,NA,2,1,1,1,2,1,2,2,2,2,4,5,5,1,5,2,3,1,1,1,1,4,3,2,3,4,1,1,1,4,1,NA,1,4,1,2,4,1,2,5,5,2,2,2,2,2
"141","R_3lDhBXAKsQpfz6Y",1,1,2,2,3,4,1,3,1,2,NA,1,1,1,1,2,1,1,1,1,1,3,5,5,1,5,1,1,1,1,1,1,5,2,5,5,5,1,1,1,4,3,NA,2,2,1,1,2,2,2,2,4,2,3,2,1,2
"142","R_3k5qbE2wpI2ol7X",1,2,2,2,3,3,2,2,3,NA,NA,2,1,1,1,2,2,2,1,1,2,2,4,5,2,5,5,1,1,1,1,1,1,1,3,3,4,5,2,1,NA,1,NA,1,4,1,1,5,1,1,5,5,1,1,1,1,1
"143","R_1P6tbRcpwc3sHpZ",2,1,2,2,3,1,2,5,2,NA,NA,1,1,1,1,2,1,2,4,3,1,4,2,4,5,5,2,5,3,3,3,5,5,3,5,4,3,1,5,4,2,5,NA,4,2,2,2,4,2,1,2,4,1,3,2,2,1
"144","R_1mwNDghnYAjevlD",1,2,1,2,4,NA,2,2,2,NA,NA,2,1,3,1,2,1,2,3,3,2,4,4,5,3,5,1,4,1,1,1,2,4,1,3,2,4,2,1,2,4,2,NA,2,2,2,2,4,2,1,5,5,2,3,2,1,3
"145","R_1dtvAowzS1DneXJ",2,2,2,2,3,3,1,1,2,NA,NA,2,1,1,1,2,1,1,3,2,1,3,3,1,2,1,1,4,1,1,1,5,2,5,4,2,1,1,5,5,4,1,NA,1,4,2,1,5,2,1,5,5,1,1,1,1,1
"146","R_3piiwIwS92y5uvI",1,2,1,2,3,4,2,1,2,NA,NA,2,1,1,1,2,2,1,2,2,2,2,4,5,1,5,5,3,1,2,2,2,1,4,2,2,2,4,2,1,3,4,NA,3,4,1,1,4,4,1,5,5,2,2,2,2,2
"147","R_Ttv3bpVE9Bo9tJL",1,2,2,2,2,4,2,4,1,2,NA,2,2,1,2,2,2,2,4,4,1,4,4,5,1,5,5,1,1,2,2,1,1,1,3,3,3,2,1,2,3,7,2,1,2,1,2,2,1,2,4,4,1,1,1,1,1
"148","R_1fenm21WAKfzbDK",1,2,2,2,3,2,2,4,1,1,1,2,1,1,1,2,1,1,2,2,1,4,4,4,4,5,1,5,1,1,1,2,1,1,4,2,3,2,4,2,4,1,NA,2,3,1,1,5,2,1,5,5,2,2,1,2,1
"149","R_XnBPqIdfOMQCHnj",2,2,2,2,1,4,2,1,1,2,NA,2,1,1,1,1,1,1,3,3,3,3,5,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,NA,2,3,1,1,5,1,1,1,1,1,1,1,1,2
"150","R_2bOYoRPs1hZAddS",2,2,2,2,4,NA,2,1,1,1,2,1,1,1,1,2,2,1,3,2,1,3,5,2,1,5,3,3,1,1,1,1,1,3,5,2,3,3,2,4,4,2,NA,2,2,1,1,5,1,1,3,4,1,1,1,2,2
"151","R_vVI8bosMFw6O2Gt",1,2,2,2,3,4,2,4,1,1,1,1,1,1,1,2,2,2,3,3,1,3,3,1,4,1,1,5,1,1,1,4,5,5,4,3,4,1,2,2,3,2,NA,2,1,1,2,1,2,1,4,2,2,2,1,2,2
"152","R_2QfT8CwOQ51KlB6",1,2,2,2,4,NA,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,5,4,1,5,4,1,1,1,1,2,2,1,4,2,2,5,1,4,4,1,NA,1,4,1,1,5,1,3,5,4,1,1,1,1,1
"153","R_31YPihWeZkARiqO",3,1,1,2,3,1,2,5,1,2,NA,2,1,1,1,2,2,2,4,2,1,2,2,1,1,5,1,2,1,1,1,5,3,3,4,2,3,3,3,5,4,1,NA,1,3,1,1,5,3,1,2,5,2,2,2,1,2
"154","R_2wRmWXbUEudUkBk",1,2,2,2,4,NA,2,1,2,NA,NA,2,1,1,1,2,2,2,3,3,1,1,2,1,5,2,1,2,1,1,1,1,5,2,3,3,3,2,2,4,4,2,NA,2,2,1,1,1,1,1,1,4,3,2,2,2,1
"155","R_3n7PjXfiLoiBrl5",1,1,2,2,4,NA,2,1,1,2,NA,2,1,1,1,1,2,2,2,1,1,1,1,1,3,3,2,3,1,1,1,3,4,5,5,1,1,3,3,1,3,6,NA,2,3,1,1,5,1,2,5,4,2,3,2,1,5
"156","R_1eM2wedxL743Hw9",2,2,2,2,4,NA,2,5,2,NA,NA,2,1,1,1,2,1,2,4,3,1,3,2,1,2,2,1,5,1,1,1,5,5,5,5,1,2,5,5,5,2,5,NA,2,4,1,1,5,2,1,5,5,2,1,1,1,2
"157","R_DBMGP0UCIAomHe1",1,2,2,2,3,1,2,2,2,NA,NA,2,1,1,2,2,1,2,4,3,1,2,4,5,5,1,2,5,1,2,1,5,5,5,5,4,2,1,2,4,4,2,NA,2,2,2,1,2,2,1,2,4,1,1,1,1,2
"158","R_QnC61tapMuTJJst",2,2,1,2,3,3,2,1,2,NA,NA,2,1,1,1,2,2,2,2,1,1,2,4,5,2,3,1,2,1,1,1,3,5,3,2,2,4,3,1,1,4,2,NA,2,4,1,1,5,2,1,5,1,3,2,1,2,5
"159","R_2QJusw4bleCMFLn",1,2,2,2,4,NA,2,5,1,2,NA,2,1,1,1,2,2,2,4,4,3,4,2,5,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,3,2,6,NA,2,2,1,1,5,1,2,5,4,2,2,1,1,1
"160","R_yxOqTZppLwSayTT",NA,2,1,2,4,NA,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,4,5,5,1,5,2,1,1,1,1,4,5,1,3,2,2,5,5,1,4,1,NA,3,4,1,2,2,2,1,4,5,2,1,4,1,1
"161","R_emHY48xOdYnjSc9",NA,2,2,2,2,3,2,NA,1,2,NA,2,1,1,1,2,2,2,3,3,3,NA,5,5,2,5,NA,NA,1,1,1,NA,NA,NA,NA,3,NA,3,NA,1,3,3,NA,3,2,1,1,5,NA,1,5,5,NA,3,NA,1,5
"162","R_24f8bp1IkzOhqzB",3,2,2,2,4,NA,2,4,1,1,1,1,1,1,2,2,2,2,1,1,1,1,5,3,1,5,3,5,1,1,1,2,2,4,2,2,4,1,1,1,3,3,NA,1,5,2,1,5,1,2,5,5,1,1,1,1,1
"163","R_6qTsuXP383zolmF",1,2,2,2,2,4,1,1,2,NA,NA,2,1,1,1,2,2,2,1,2,1,3,2,1,1,5,1,5,1,1,1,1,5,5,5,2,3,1,1,1,4,7,2,2,5,1,1,5,NA,1,5,5,1,2,1,1,2
"164","R_QoBGIv58f5jtQSl",NA,2,2,2,4,NA,2,NA,2,NA,NA,2,1,1,1,1,1,2,NA,NA,1,NA,3,NA,NA,1,1,5,1,1,NA,5,5,1,4,3,2,5,2,1,1,7,NA,4,4,2,2,2,5,1,1,2,2,2,1,2,1
"165","R_2aqN9vHNMLLcwMF",2,2,1,2,3,4,1,5,1,2,NA,2,1,1,1,2,1,2,2,1,1,2,4,3,2,4,1,4,1,1,1,2,2,2,3,3,3,2,1,2,2,2,NA,3,4,1,1,4,1,1,2,5,1,1,1,1,2
"166","R_26g25avqnLaWsXf",1,2,1,2,3,2,2,5,2,NA,NA,2,1,1,1,2,2,2,2,2,1,3,2,1,3,5,1,5,1,1,1,5,5,4,4,2,1,4,2,4,4,3,NA,2,4,2,1,5,2,1,5,5,1,1,1,1,1
"167","R_1hAsgKIYMSRxjjj",1,2,1,2,3,5,2,2,2,NA,NA,2,3,3,2,1,1,2,4,2,1,2,3,1,5,1,1,5,1,1,5,5,5,5,3,2,3,1,2,3,2,4,NA,4,5,2,4,1,4,4,1,1,4,4,4,4,5
"168","R_3IW7aGzJGhBMCVF",3,2,2,2,4,NA,2,1,2,NA,NA,2,1,1,1,2,2,2,2,1,1,2,2,1,4,5,1,4,1,1,1,5,5,4,4,3,3,2,4,5,4,3,NA,2,3,2,1,4,2,1,2,4,4,2,2,2,2
"169","R_2aCUXuu2zQB5G1X",1,2,2,2,4,NA,1,4,2,NA,NA,2,1,1,1,2,2,2,3,3,3,4,4,3,5,2,2,5,1,1,1,5,5,5,1,2,2,1,2,4,3,2,NA,2,3,1,1,2,2,1,3,3,1,1,1,2,2
"170","R_2QX7iNDZn5SxcWj",1,2,2,2,4,NA,2,1,1,2,NA,1,1,1,2,2,2,2,3,3,2,3,4,5,1,5,5,4,2,2,2,3,4,4,2,2,2,1,1,2,4,4,NA,1,1,2,1,5,2,1,4,5,1,1,1,2,2
"171","R_29cCmD9TGJr1WwY",1,2,2,2,3,3,1,1,2,NA,NA,1,1,1,1,2,2,2,3,2,1,3,3,5,3,5,1,3,1,1,1,2,4,4,4,3,2,1,2,2,4,1,NA,1,3,1,1,5,1,1,4,5,1,1,1,1,1
"172","R_1pxRYUIPMoGHvVB",2,2,1,2,3,3,2,4,1,2,NA,2,2,3,2,2,2,1,1,1,2,3,5,5,3,5,4,1,2,1,4,1,1,3,2,2,2,5,5,4,4,1,NA,1,5,1,2,2,1,1,5,5,1,1,1,1,5
"173","R_12yiEhv34q8YrpL",1,2,2,2,3,4,1,1,2,NA,NA,2,1,1,1,2,1,2,2,2,1,2,5,5,2,5,5,5,1,5,1,5,1,1,3,3,3,5,5,2,3,3,NA,2,4,2,1,5,2,1,5,5,2,2,1,1,1
"174","R_2SCypHCrKkuE6Xg",2,2,2,2,3,4,2,1,1,2,NA,2,1,1,1,2,2,NA,4,2,1,4,1,1,4,4,1,5,1,1,1,5,5,5,5,4,1,2,3,4,2,NA,NA,2,3,2,1,5,2,1,5,5,1,1,1,1,1
"175","R_2w4gF0MrcJKBirf",3,2,2,2,4,NA,2,3,2,NA,NA,2,1,1,1,2,2,2,4,4,3,4,5,1,3,5,1,3,1,1,1,5,5,5,4,4,4,5,3,2,3,1,NA,3,5,1,1,5,1,1,5,4,1,1,1,1,1
"176","R_27DuFv8xvZUg9PO",1,1,2,2,4,NA,2,5,2,NA,NA,2,1,1,1,2,1,1,2,2,3,4,5,5,1,5,5,5,1,1,2,1,5,5,4,3,3,2,4,3,3,7,1,3,3,1,2,5,1,2,5,5,2,2,1,2,4
"177","R_3dKW6FFvgHaEhUJ",3,1,1,2,4,NA,2,1,2,NA,NA,2,1,1,1,2,1,1,4,4,3,4,3,1,3,5,1,4,1,1,1,5,5,5,4,2,1,3,3,5,2,4,NA,3,5,2,1,5,1,1,5,5,1,1,2,1,2
"178","R_1ePgNUtWme8nh5R",1,2,2,2,4,NA,2,2,2,NA,NA,2,1,2,1,2,1,2,1,2,2,3,5,5,3,5,5,5,2,1,1,2,2,4,3,3,3,5,4,1,1,1,NA,4,2,1,2,5,2,2,2,2,4,2,2,2,4
"179","R_2zj96jCzRtpunyW",2,2,1,2,2,3,2,4,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,5,1,5,5,5,2,1,4,3,1,1,1,1,1,1,1,1,4,2,NA,3,2,1,1,5,1,1,5,5,1,1,1,1,3
"180","R_Bz808Yt8stGepuF",1,2,2,1,3,4,1,1,2,NA,NA,2,2,1,1,1,1,1,3,3,3,3,3,2,1,5,1,1,1,4,2,2,2,4,4,3,1,1,4,2,1,5,NA,4,4,2,1,2,1,1,2,4,4,4,1,4,4
"181","R_2qlPbKE963GyCAG",1,2,2,2,2,3,1,1,1,2,NA,1,1,1,1,2,2,1,3,3,1,3,1,5,1,5,5,5,1,1,1,2,1,2,4,2,2,5,1,5,4,3,NA,2,2,1,2,2,2,4,2,4,1,2,1,1,1
"182","R_3fqIO3s1ulrJFm2",1,2,2,2,4,NA,2,1,2,NA,NA,2,1,1,1,2,1,2,2,2,1,2,1,1,5,5,1,5,1,1,1,5,5,5,4,2,1,1,1,4,4,2,NA,1,2,1,1,5,1,1,5,5,2,2,1,1,2
"183","R_2f6v8O5075vW21s",1,2,2,2,4,NA,2,3,2,NA,NA,2,1,1,1,1,1,1,3,2,1,2,4,1,3,4,1,4,1,1,1,3,4,4,4,3,2,1,2,4,3,1,NA,2,3,2,2,4,2,2,4,4,3,3,2,2,4
"184","R_3pisjWUcGyzBgnB",3,2,1,1,3,4,1,1,2,NA,NA,2,2,2,3,2,2,2,2,1,1,2,3,1,3,5,1,3,1,1,1,3,5,4,4,4,2,1,3,3,3,4,NA,3,1,1,2,3,2,3,1,3,2,3,2,2,2
"185","R_AKIQA59Dk0VkvHb",1,2,2,2,4,NA,2,5,2,NA,NA,2,3,3,2,1,1,1,3,3,1,4,3,4,5,1,1,5,1,1,1,5,5,5,2,3,2,5,2,2,4,2,NA,3,3,1,4,3,2,2,1,1,5,3,NA,4,5
"186","R_5jcFTqxZ8XD3TRT",2,1,2,2,4,NA,2,5,2,NA,NA,2,3,3,3,2,2,2,3,2,1,2,4,1,2,5,5,3,1,1,1,3,3,3,3,3,3,5,4,3,1,6,NA,4,3,2,4,4,3,3,2,2,5,5,5,5,4
"187","R_6lerGGN9xruX5Vn",3,2,2,2,3,3,1,1,2,NA,NA,2,1,1,1,2,1,1,2,4,2,2,3,3,3,3,2,3,1,1,1,4,4,5,2,4,3,4,3,3,3,3,NA,2,4,1,1,4,2,1,4,5,3,3,1,3,1
"188","R_YPUCi9rEm5eHas9",2,1,2,2,4,NA,2,5,2,NA,NA,2,1,1,1,1,1,1,3,3,3,3,1,3,5,1,1,5,1,2,1,5,5,5,3,2,2,5,2,2,1,4,NA,3,3,2,3,5,3,2,3,3,3,2,2,3,4
"189","R_3gT72DPupW2yH2o",1,2,2,2,4,NA,2,1,2,NA,NA,2,1,1,1,1,1,1,4,2,1,2,4,5,5,4,1,3,1,1,1,5,5,5,2,2,2,5,2,1,4,1,NA,1,2,1,1,5,2,1,5,5,2,2,1,2,2
"190","R_OGT0kaAcAVw6oud",3,1,2,2,2,4,2,2,2,NA,NA,2,1,2,1,1,1,1,1,1,1,1,3,2,1,3,2,5,1,1,1,3,3,2,5,1,1,1,3,4,1,5,NA,4,3,1,3,3,3,2,2,2,3,3,2,2,2
"191","R_DplpPRClo2tAGjL",3,2,2,2,4,NA,2,1,2,NA,NA,2,1,1,2,2,1,1,3,1,1,1,5,3,1,5,3,3,1,1,1,2,1,1,3,1,1,1,1,1,3,1,NA,3,2,1,1,3,2,2,3,2,3,3,1,1,3
"192","R_31B14L2gDGriurO",1,2,2,2,4,NA,2,1,2,NA,NA,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,5,1,1,1,5,5,5,1,1,1,5,5,5,3,1,NA,4,1,1,1,1,1,1,1,1,1,1,5,5,5
"193","R_eWJ4FFfD4i0vv6F",1,1,2,2,2,2,1,1,1,2,NA,1,2,2,2,1,1,1,2,2,1,1,5,5,3,5,1,5,1,1,1,1,1,2,4,2,2,1,1,1,3,3,NA,3,4,1,1,2,2,1,1,2,3,3,2,4,5
"194","R_SAViYjQkc4K9O25",3,2,2,2,3,3,1,1,NA,NA,NA,2,1,2,2,1,1,1,4,1,1,2,3,3,1,5,1,3,1,1,1,5,3,5,5,2,1,1,1,2,3,4,NA,3,4,1,2,1,3,3,1,2,4,4,4,4,5
"195","R_2X7eRt5uYPizqfp",2,2,2,2,2,1,1,5,2,NA,NA,2,2,3,2,2,2,1,1,1,1,3,5,5,5,5,5,2,3,1,1,2,1,4,1,3,NA,1,5,2,2,3,NA,5,4,1,4,1,1,5,1,2,5,5,5,5,4
"196","R_2aJq1XU7wT4xNRf",3,1,1,2,2,1,2,3,2,NA,NA,2,1,1,2,1,1,1,1,1,1,1,3,4,3,4,1,2,3,1,1,2,1,5,4,2,2,2,3,3,1,2,NA,4,4,2,3,3,3,2,3,5,5,3,2,2,1
